trial,matrix_type,coherence_strength,n,m,k,m_over_n,k_over_m,noise_std,signal_type,method,nrmse,precision,recall,f1,exact_support
60,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.6668131522013232,0.43103448275862066,0.43103448275862066,0.43103448275862066,0
60,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.43341884113029633,0.5689655172413793,0.5689655172413793,0.5689655172413793,0
60,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,0.33964023719236175,0.6724137931034483,0.6724137931034483,0.6724137931034483,0
60,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.14586481550469024,0.7586206896551724,0.7586206896551724,0.7586206896551724,0
60,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.15272954787917428,0.7586206896551724,0.7586206896551724,0.7586206896551724,0
61,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,0.6328282317443733,0.4482758620689655,0.4482758620689655,0.4482758620689655,0
61,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.6389349352512916,0.46551724137931033,0.46551724137931033,0.46551724137931033,0
61,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.7019313329324421,0.5,0.5,0.5,0
61,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.5645002988630474,0.5,0.5,0.5,0
61,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,0.6904089271339825,0.4827586206896552,0.4827586206896552,0.4827586206896552,0
61,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.5350702748918142,0.5517241379310345,0.5517241379310345,0.5517241379310345,0
61,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.5375509352639565,0.5689655172413793,0.5689655172413793,0.5689655172413793,0
62,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,0.9969088397489325,0.3448275862068966,0.3448275862068966,0.3448275862068966,0
62,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.6642421445249154,0.43103448275862066,0.43103448275862066,0.43103448275862066,0
62,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.6791486571706484,0.5172413793103449,0.5172413793103449,0.5172413793103449,0
62,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.7135299713103326,0.5172413793103449,0.5172413793103449,0.5172413793103449,0
62,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,0.8956059633537407,0.4827586206896552,0.4827586206896552,0.4827586206896552,0
62,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.555062806296171,0.5862068965517241,0.5862068965517241,0.5862068965517241,0
62,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.5708467077318526,0.5862068965517241,0.5862068965517241,0.5862068965517241,0
63,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,1.0967988496711192,0.27586206896551724,0.27586206896551724,0.27586206896551724,0
63,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.7143433687290773,0.43103448275862066,0.43103448275862066,0.43103448275862066,0
63,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.6838579030925203,0.46551724137931033,0.46551724137931033,0.46551724137931033,0
63,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.6130792929483224,0.603448275862069,0.603448275862069,0.603448275862069,0
63,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,1.2385249761913744,0.3620689655172414,0.3620689655172414,0.36206896551724144,0
63,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.6053749339334554,0.5344827586206896,0.5344827586206896,0.5344827586206896,0
63,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.6180464130251079,0.5,0.5,0.5,0
64,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,0.766688995324199,0.4827586206896552,0.4827586206896552,0.4827586206896552,0
64,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.7432537834733679,0.43103448275862066,0.43103448275862066,0.43103448275862066,0
64,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.6349303394369007,0.5517241379310345,0.5517241379310345,0.5517241379310345,0
64,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.4181783575657736,0.5344827586206896,0.5344827586206896,0.5344827586206896,0
64,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,0.25256907673782375,0.7413793103448276,0.7413793103448276,0.7413793103448276,0
64,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.6366794999571005,0.46551724137931033,0.46551724137931033,0.46551724137931033,0
64,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.6178675658388179,0.4827586206896552,0.4827586206896552,0.4827586206896552,0
65,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,0.888599452472166,0.3620689655172414,0.3620689655172414,0.36206896551724144,0
65,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.6520334142799272,0.43103448275862066,0.43103448275862066,0.43103448275862066,0
65,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.6669053982254478,0.4827586206896552,0.4827586206896552,0.4827586206896552,0
65,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.5537866547787438,0.5517241379310345,0.5517241379310345,0.5517241379310345,0
65,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,0.8631824792652001,0.3793103448275862,0.3793103448275862,0.3793103448275862,0
65,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.6487826653601212,0.5172413793103449,0.5172413793103449,0.5172413793103449,0
65,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.6540889869352731,0.5172413793103449,0.5172413793103449,0.5172413793103449,0
66,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,0.9776863653843052,0.41379310344827586,0.41379310344827586,0.41379310344827586,0
66,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.7278646481413694,0.4482758620689655,0.4482758620689655,0.4482758620689655,0
66,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.7056064423414868,0.5172413793103449,0.5172413793103449,0.5172413793103449,0
66,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.6457828582486014,0.5172413793103449,0.5172413793103449,0.5172413793103449,0
66,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,0.7873565152133718,0.5172413793103449,0.5172413793103449,0.5172413793103449,0
66,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.38662723686601075,0.603448275862069,0.603448275862069,0.603448275862069,0
66,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.3464016489498259,0.6551724137931034,0.6551724137931034,0.6551724137931034,0
67,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,0.7468620959025365,0.3620689655172414,0.3620689655172414,0.36206896551724144,0
67,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.7228229228067696,0.39655172413793105,0.39655172413793105,0.39655172413793105,0
67,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.7601722066555471,0.3793103448275862,0.3793103448275862,0.3793103448275862,0
67,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.6109811377025655,0.46551724137931033,0.46551724137931033,0.46551724137931033,0
67,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,0.5149407925818488,0.5344827586206896,0.5344827586206896,0.5344827586206896,0
67,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.6561413994863063,0.46551724137931033,0.46551724137931033,0.46551724137931033,0
67,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.6668591418732315,0.46551724137931033,0.46551724137931033,0.46551724137931033,0
68,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,0.8431515640793436,0.3448275862068966,0.3448275862068966,0.3448275862068966,0
68,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.6795757586480465,0.4827586206896552,0.4827586206896552,0.4827586206896552,0
68,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.5966504024719577,0.5172413793103449,0.5172413793103449,0.5172413793103449,0
68,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.5351315642897716,0.5344827586206896,0.5344827586206896,0.5344827586206896,0
68,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,0.857367326377094,0.41379310344827586,0.41379310344827586,0.41379310344827586,0
68,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.22786859072536603,0.7241379310344828,0.7241379310344828,0.7241379310344829,0
68,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.22104800233054517,0.7413793103448276,0.7413793103448276,0.7413793103448276,0
69,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,0.840255540033888,0.46551724137931033,0.46551724137931033,0.46551724137931033,0
69,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.5614690366768437,0.5172413793103449,0.5172413793103449,0.5172413793103449,0
69,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.6637937067802253,0.5344827586206896,0.5344827586206896,0.5344827586206896,0
69,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.5694517880928,0.5517241379310345,0.5517241379310345,0.5517241379310345,0
69,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,0.6072385610282521,0.6206896551724138,0.6206896551724138,0.6206896551724138,0
69,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.5521251663534722,0.603448275862069,0.603448275862069,0.603448275862069,0
69,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.5189494537282278,0.6206896551724138,0.6206896551724138,0.6206896551724138,0
70,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,0.8385465873643795,0.3103448275862069,0.3103448275862069,0.3103448275862069,0
70,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.8200143811018973,0.3620689655172414,0.3620689655172414,0.36206896551724144,0
70,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.68285967169733,0.3620689655172414,0.3620689655172414,0.36206896551724144,0
70,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.5658255806822801,0.4827586206896552,0.4827586206896552,0.4827586206896552,0
70,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,0.8347224668249688,0.3793103448275862,0.3793103448275862,0.3793103448275862,0
70,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.6368680250986358,0.5172413793103449,0.5172413793103449,0.5172413793103449,0
70,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.6044230883417542,0.5344827586206896,0.5344827586206896,0.5344827586206896,0
71,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,1.199937463123319,0.29310344827586204,0.29310344827586204,0.29310344827586204,0
71,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.5336652325228604,0.43103448275862066,0.43103448275862066,0.43103448275862066,0
71,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.5395610765498855,0.5,0.5,0.5,0
71,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.3230404114289245,0.6206896551724138,0.6206896551724138,0.6206896551724138,0
71,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,1.0728643697901166,0.39655172413793105,0.39655172413793105,0.39655172413793105,0
71,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.15236121061541,0.7068965517241379,0.7068965517241379,0.7068965517241379,0
71,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.15500113755228886,0.7068965517241379,0.7068965517241379,0.7068965517241379,0
72,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,1.1267210606619278,0.29310344827586204,0.29310344827586204,0.29310344827586204,0
72,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.6001444433823098,0.4827586206896552,0.4827586206896552,0.4827586206896552,0
72,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.6009625367159289,0.5689655172413793,0.5689655172413793,0.5689655172413793,0
72,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.3712573061815298,0.5517241379310345,0.5517241379310345,0.5517241379310345,0
72,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,0.45555392746602663,0.5344827586206896,0.5344827586206896,0.5344827586206896,0
72,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.35422311134654444,0.603448275862069,0.603448275862069,0.603448275862069,0
72,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.36192525284117394,0.603448275862069,0.603448275862069,0.603448275862069,0
73,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,1.0659213859600847,0.3275862068965517,0.3275862068965517,0.3275862068965517,0
73,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.5899823779470625,0.41379310344827586,0.41379310344827586,0.41379310344827586,0
73,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.6238226772467276,0.5344827586206896,0.5344827586206896,0.5344827586206896,0
73,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.5606395821657395,0.5689655172413793,0.5689655172413793,0.5689655172413793,0
73,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,0.9642062689140157,0.41379310344827586,0.41379310344827586,0.41379310344827586,0
73,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.5574608515770976,0.5344827586206896,0.5344827586206896,0.5344827586206896,0
73,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.5508389843755603,0.5172413793103449,0.5172413793103449,0.5172413793103449,0
74,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,0.9369435327192387,0.3275862068965517,0.3275862068965517,0.3275862068965517,0
74,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.7565384110682727,0.4482758620689655,0.4482758620689655,0.4482758620689655,0
74,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.7414987556520237,0.46551724137931033,0.46551724137931033,0.46551724137931033,0
74,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.6200303825510689,0.5344827586206896,0.5344827586206896,0.5344827586206896,0
74,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,0.6665133225032756,0.4827586206896552,0.4827586206896552,0.4827586206896552,0
74,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.22194912966397928,0.7586206896551724,0.7586206896551724,0.7586206896551724,0
74,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.21311205007965853,0.7931034482758621,0.7931034482758621,0.7931034482758621,0
75,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,0.60848442936037,0.5172413793103449,0.5172413793103449,0.5172413793103449,0
75,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.7831506798457007,0.43103448275862066,0.43103448275862066,0.43103448275862066,0
75,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.6432791956755047,0.5172413793103449,0.5172413793103449,0.5172413793103449,0
75,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.37739970980279874,0.6379310344827587,0.6379310344827587,0.6379310344827587,0
75,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,0.30588650983175986,0.7068965517241379,0.7068965517241379,0.7068965517241379,0
75,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.40597963811530263,0.7068965517241379,0.7068965517241379,0.7068965517241379,0
75,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.2630512773649522,0.7586206896551724,0.7586206896551724,0.7586206896551724,0
76,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,0.938676595148127,0.3448275862068966,0.3448275862068966,0.3448275862068966,0
76,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.599034871971625,0.4482758620689655,0.4482758620689655,0.4482758620689655,0
76,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.5525401903509287,0.5344827586206896,0.5344827586206896,0.5344827586206896,0
76,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.42097291969987416,0.5689655172413793,0.5689655172413793,0.5689655172413793,0
76,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,0.6629236009516928,0.5344827586206896,0.5344827586206896,0.5344827586206896,0
76,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.3573732543195478,0.6206896551724138,0.6206896551724138,0.6206896551724138,0
76,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.3519379015150549,0.6206896551724138,0.6206896551724138,0.6206896551724138,0
77,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,1.4000845984032844,0.25862068965517243,0.25862068965517243,0.25862068965517243,0
77,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.6129349894036863,0.39655172413793105,0.39655172413793105,0.39655172413793105,0
77,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.603152173267028,0.5172413793103449,0.5172413793103449,0.5172413793103449,0
77,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.5035999881443594,0.5,0.5,0.5,0
77,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,0.5858456272228133,0.5344827586206896,0.5344827586206896,0.5344827586206896,0
77,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.22895436999134586,0.6724137931034483,0.6724137931034483,0.6724137931034483,0
77,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.2450823533533671,0.6551724137931034,0.6551724137931034,0.6551724137931034,0
78,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,1.2854625795593537,0.2413793103448276,0.2413793103448276,0.2413793103448276,0
78,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.6004828132757399,0.4482758620689655,0.4482758620689655,0.4482758620689655,0
78,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.6046480024398895,0.5344827586206896,0.5344827586206896,0.5344827586206896,0
78,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.4621879932134285,0.5172413793103449,0.5172413793103449,0.5172413793103449,0
78,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,0.8675675768774112,0.3620689655172414,0.3620689655172414,0.36206896551724144,0
78,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.3851647766057937,0.6379310344827587,0.6379310344827587,0.6379310344827587,0
78,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.40659081269416875,0.6379310344827587,0.6379310344827587,0.6379310344827587,0
79,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,0.9403389969521451,0.3275862068965517,0.3275862068965517,0.3275862068965517,0
79,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.619958327065001,0.46551724137931033,0.46551724137931033,0.46551724137931033,0
79,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.7738646694013689,0.39655172413793105,0.39655172413793105,0.39655172413793105,0
79,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.5490259227614315,0.5517241379310345,0.5517241379310345,0.5517241379310345,0
79,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,1.1902489763438855,0.3793103448275862,0.3793103448275862,0.3793103448275862,0
79,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.5388843814643401,0.5172413793103449,0.5172413793103449,0.5172413793103449,0
79,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.4951474315683959,0.5517241379310345,0.5517241379310345,0.5517241379310345,0
80,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,0.7496662731388468,0.39655172413793105,0.39655172413793105,0.39655172413793105,0
80,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.7321323483158462,0.4827586206896552,0.4827586206896552,0.4827586206896552,0
80,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.7360358874673725,0.4827586206896552,0.4827586206896552,0.4827586206896552,0
80,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.5845347725295463,0.5,0.5,0.5,0
80,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,0.6570335810392088,0.5,0.5,0.5,0
80,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.7336133798063186,0.5172413793103449,0.5172413793103449,0.5172413793103449,0
80,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.6656713354810875,0.5517241379310345,0.5517241379310345,0.5517241379310345,0
81,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,0.7873875587362151,0.3448275862068966,0.3448275862068966,0.3448275862068966,0
81,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.6195352076363029,0.43103448275862066,0.43103448275862066,0.43103448275862066,0
81,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.6231166145090035,0.43103448275862066,0.43103448275862066,0.43103448275862066,0
81,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.5021000776850699,0.5172413793103449,0.5172413793103449,0.5172413793103449,0
81,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,0.5088571486940894,0.5344827586206896,0.5344827586206896,0.5344827586206896,0
81,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.17044372543110614,0.7241379310344828,0.7241379310344828,0.7241379310344829,0
81,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.17244582487759735,0.7241379310344828,0.7241379310344828,0.7241379310344829,0
82,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,0.7874673436290905,0.3620689655172414,0.3620689655172414,0.36206896551724144,0
82,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.8317643234744606,0.3448275862068966,0.3448275862068966,0.3448275862068966,0
82,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.7506009577615104,0.39655172413793105,0.39655172413793105,0.39655172413793105,0
82,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.4102371611151781,0.603448275862069,0.603448275862069,0.603448275862069,0
82,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,0.6917876275520082,0.5517241379310345,0.5517241379310345,0.5517241379310345,0
82,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.8094085258102148,0.5172413793103449,0.5172413793103449,0.5172413793103449,0
82,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.8392933392754879,0.46551724137931033,0.46551724137931033,0.46551724137931033,0
83,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,0.8777204148821492,0.39655172413793105,0.39655172413793105,0.39655172413793105,0
83,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.6293502819120296,0.43103448275862066,0.43103448275862066,0.43103448275862066,0
83,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.6527341043642819,0.46551724137931033,0.46551724137931033,0.46551724137931033,0
83,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.536503217649007,0.5344827586206896,0.5344827586206896,0.5344827586206896,0
83,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,0.4265722042660765,0.6551724137931034,0.6551724137931034,0.6551724137931034,0
83,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.36741151554614704,0.6379310344827587,0.6379310344827587,0.6379310344827587,0
83,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.3818963458753947,0.6551724137931034,0.6551724137931034,0.6551724137931034,0
84,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,0.6270300269067861,0.4482758620689655,0.4482758620689655,0.4482758620689655,0
84,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.5463110983683461,0.4827586206896552,0.4827586206896552,0.4827586206896552,0
84,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.6702283054730194,0.4827586206896552,0.4827586206896552,0.4827586206896552,0
84,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.44532416635122934,0.6206896551724138,0.6206896551724138,0.6206896551724138,0
84,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,0.5983570979449819,0.5517241379310345,0.5517241379310345,0.5517241379310345,0
84,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP,0.5924768672776792,0.5517241379310345,0.5517241379310345,0.5517241379310345,0
84,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,OMP_LearnedUnion,0.5947635472915271,0.5344827586206896,0.5344827586206896,0.5344827586206896,0
85,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CorrelationTopK,0.8553575231085241,0.3793103448275862,0.3793103448275862,0.3793103448275862,0
85,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,LearnedSupportMLP,0.6463360990543491,0.41379310344827586,0.41379310344827586,0.41379310344827586,0
85,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,IHT,0.6245364346514808,0.4827586206896552,0.4827586206896552,0.4827586206896552,0
85,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,CoSaMP,0.5379098903952334,0.5689655172413793,0.5689655172413793,0.5689655172413793,0
85,coherent,0.35,256,128,58,0.5,0.453125,0.01,compressible,SubspacePursuit,0.7661356021739723,0.46551724137931033,0.46551724137931033,0.46551724137931033,0
