method,n,m,k,noise_std,matrix_type,signal_type,nrmse,precision,recall,f1,exact_support,trial
CoSaMP,256,128,55,0.01,coherent,compressible,0.49167505422882535,0.5818181818181818,0.5818181818181818,0.5818181818181818,0,16
ISTA_LASSO,256,128,55,0.01,coherent,compressible,0.5852415112074378,0.6,0.6,0.6,0,16
OMP,256,128,55,0.01,coherent,compressible,0.4184873187938596,0.6363636363636364,0.6363636363636364,0.6363636363636364,0,17
CoSaMP,256,128,55,0.01,coherent,compressible,0.4305167047456402,0.6545454545454545,0.6545454545454545,0.6545454545454545,0,17
ISTA_LASSO,256,128,55,0.01,coherent,compressible,0.5528256710558769,0.6363636363636364,0.6363636363636364,0.6363636363636364,0,17
OMP,256,128,55,0.01,coherent,compressible,0.4544555711410027,0.6,0.6,0.6,0,18
CoSaMP,256,128,55,0.01,coherent,compressible,0.3915952230335417,0.5818181818181818,0.5818181818181818,0.5818181818181818,0,18
ISTA_LASSO,256,128,55,0.01,coherent,compressible,0.43595455857130727,0.6545454545454545,0.6545454545454545,0.6545454545454545,0,18
OMP,256,128,55,0.01,coherent,compressible,0.2558930490294171,0.7090909090909091,0.7090909090909091,0.7090909090909091,0,19
CoSaMP,256,128,55,0.01,coherent,compressible,0.3985441373701295,0.5818181818181818,0.5818181818181818,0.5818181818181818,0,19
ISTA_LASSO,256,128,55,0.01,coherent,compressible,0.4562620766376475,0.6363636363636364,0.6363636363636364,0.6363636363636364,0,19
